Type                                  Module                      Label             Process   
vector<reco::Track>                   "hltIterL3GlbdTksDisplacedMuons"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3GlbDisplacedMuonsIterL3OI"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIOHit"           "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3IO"        "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3IONoVtx"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3IOOpenMu"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3OI"        "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3OINoVtx"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsIterL3OIOpenMu"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsOIHit"           "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3MuonsOIState"         "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3NoFiltersNoVtxMuonsIOHit"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3NoFiltersNoVtxMuonsOIHit"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "hltL3NoFiltersNoVtxMuonsOIState"   "L2Seeded"        "HLT"     
vector<reco::Track>                   "displacedStandAloneMuons"   "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "hltL2CosmicMuons"          "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "hltL2Muons"                "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "hltL2MuonsAllBx"           "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "hltL2MuonsOpenMu"          "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "refittedStandAloneMuons"   "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "standAloneMuons"           "UpdatedAtVtx"    "HLT"     
vector<reco::Track>                   "tevMuons"                  "default"         "HLT"     
vector<reco::Track>                   "tevMuons"                  "dyt"             "HLT"     
vector<reco::Track>                   "tevMuons"                  "firstHit"        "HLT"     
vector<reco::Track>                   "hltBoostedDBLifetimeTagInfosPFAK8"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "hltDeepBLifetimeTagInfosPF"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "hltDeepBLifetimeTagInfosPFAK8"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "hltImpactParameterTagInfos"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "hltParticleNetLifetimeTagInfosPFAK8"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "pfImpactParameterTagInfos"   "ghostTracks"     "HLT"     
vector<reco::Track>                   "tevMuons"                  "picky"           "HLT"     
vector<reco::TrackExtra>              "ckfInOutTracksFromConversions"   ""                "HLT"     
vector<reco::TrackExtra>              "ckfOutInTracksFromConversions"   ""                "HLT"     
vector<reco::TrackExtra>              "convStepTracks"            ""                "HLT"     
vector<reco::TrackExtra>              "conversionStepTracks"      ""                "HLT"     
vector<reco::TrackExtra>              "cosmicMuons"               ""                "HLT"     
vector<reco::TrackExtra>              "cosmicMuons1Leg"           ""                "HLT"     
vector<reco::TrackExtra>              "cosmicsVetoTracks"         ""                "HLT"     
vector<reco::TrackExtra>              "cosmicsVetoTracksRaw"      ""                "HLT"     
vector<reco::TrackExtra>              "detachedQuadStepTracks"    ""                "HLT"     
vector<reco::TrackExtra>              "detachedTripletStepTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "displacedGlobalMuons"      ""                "HLT"     
vector<reco::TrackExtra>              "displacedMuonReducedTrackExtras"   ""                "HLT"     
vector<reco::TrackExtra>              "displacedStandAloneMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "displacedTracks"           ""                "HLT"     
vector<reco::TrackExtra>              "earlyGeneralTracks"        ""                "HLT"     
vector<reco::TrackExtra>              "electronGsfTracks"         ""                "HLT"     
vector<reco::TrackExtra>              "generalTracks"             ""                "HLT"     
vector<reco::TrackExtra>              "globalMuons"               ""                "HLT"     
vector<reco::TrackExtra>              "highPtTripletStepTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDiMuonMerging"          ""                "HLT"     
vector<reco::TrackExtra>              "hltDiMuonMergingIter01TkMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDiMuonMergingNoVtx"     ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4CtfWithMaterialTracksForDisplacedTkMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4CtfWithMaterialTracksForGlbDisplacedMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4PFlowCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4PFlowCtfWithMaterialTracksForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4PFlowTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltDisplacedhltIter4PFlowTrackSelectionHighPurityForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltEgammaGsfTracks"        ""                "HLT"     
vector<reco::TrackExtra>              "hltEgammaGsfTracksForBParking"   ""                "HLT"     
vector<reco::TrackExtra>              "hltFastPVPixelTracks"      ""                "HLT"     
vector<reco::TrackExtra>              "hltFastPVPixelTracksRecover"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0BcJpsiCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0BcJpsiTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0DisplacedJpsiTkTkCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0DisplacedJpsiTkTkTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0DisplacedMuMuCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0DisplacedMuMuTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0HighPtTkMuCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0HighPtTkMuTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3DisplacedMuonCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3DisplacedMuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonCtfWithMaterialTracksNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonCtfWithMaterialTracksOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonTrackSelectionHighPurityNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3FromL1MuonTrackSelectionHighPurityOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonCtfWithMaterialTracksNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonCtfWithMaterialTracksOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonTrackSelectionHighPurityNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0IterL3MuonTrackSelectionHighPurityOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0JpsiTkTkCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0JpsiTkTkTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0L3MuonCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0L3MuonCtfWithMaterialTracksNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0L3MuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0L3MuonTrackSelectionHighPurityNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0MergedWithIter4GlbDisplacedMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0PFlowCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0PFlowCtfWithMaterialTracksForBTag"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0PFlowCtfWithMaterialTracksForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0PFlowTrackSelectionHighPurityForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0Tau3muCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0Tau3muNoL1MassCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0Tau3muNoL1MassTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter0Tau3muTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter1MergedForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter1PFlowCtfWithMaterialTracksForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter1PFlowTrackSelectionHighPurityForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter1PixelTracksForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter2MergedForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter2PFlowCtfWithMaterialTracksForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter2PFlowTrackSelectionHighPurityForDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter4FromL1MergedWithIter04GlbDisplacedMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter4IterL3FromL1MuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter4IterL3FromL2MuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter4MergedWithIter012DisplacedJets"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIter4MergedWithIter0ForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3GlbMuon"          ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3GlbdTksDisplacedMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonAndMuonFromL1Merged"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonAndMuonFromL1MergedNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonAndMuonFromL1MergedOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonMerged"       ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonMergedNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonMergedOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3MuonTracks"       ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIDisplacedMuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIGlbDisplacedMuonCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuCtfWithMaterialTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuCtfWithMaterialTracksNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuCtfWithMaterialTracksOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuonTrackSelectionHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuonTrackSelectionHighPurityNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3OIMuonTrackSelectionHighPurityOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL2CosmicMuons"          ""                "HLT"     
vector<reco::TrackExtra>              "hltL2Muons"                ""                "HLT"     
vector<reco::TrackExtra>              "hltL2MuonsAllBx"           ""                "HLT"     
vector<reco::TrackExtra>              "hltL2MuonsOpenMu"          ""                "HLT"     
vector<reco::TrackExtra>              "hltL3GlbDisplacedMuonsIterL3OI"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIOHit"           ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IO"        ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IONoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IOOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OI"        ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OINoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OIOpenMu"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsOIHit"           ""                "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsOIState"         ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsIOHit"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsOIHit"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsOIState"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxTkTracksMergeStep1"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersTkTracksFromL2IOHitNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersTkTracksFromL2Novtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersTkTracksFromL2OIHitNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksFromL2"       ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksFromL2IOHit"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksFromL2OIHit"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksFromL2OIState"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksFromL2OIStateNoVtx"   ""                "HLT"     
vector<reco::TrackExtra>              "hltL3TkTracksMergeStep1"   ""                "HLT"     
vector<reco::TrackExtra>              "hltMergedTracks"           ""                "HLT"     
vector<reco::TrackExtra>              "hltMergedTracksForBTag"    ""                "HLT"     
vector<reco::TrackExtra>              "hltMuCtfTracks"            ""                "HLT"     
vector<reco::TrackExtra>              "hltPFMuonMerging"          ""                "HLT"     
vector<reco::TrackExtra>              "hltPFMuonMergingForDisplTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltPixelOnlyPFMuonMerging"   ""                "HLT"     
vector<reco::TrackExtra>              "hltPixelTracks"            ""                "HLT"     
vector<reco::TrackExtra>              "hltPixelTracksFromQuadrupletsRegForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltPixelTracksFromTripletsRegForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltPixelTracksMergedRegForTau"   ""                "HLT"     
vector<reco::TrackExtra>              "hltdTksMergedWithOIGlbDisplacedMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "hltdTksMergedWithOIGlbDisplacedMuonsHighPurity"   ""                "HLT"     
vector<reco::TrackExtra>              "initialStepTracks"         ""                "HLT"     
vector<reco::TrackExtra>              "initialStepTracksPreSplitting"   ""                "HLT"     
vector<reco::TrackExtra>              "jetCoreRegionalStepTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "lowPtGsfEleGsfTracks"      ""                "HLT"     
vector<reco::TrackExtra>              "lowPtQuadStepTracks"       ""                "HLT"     
vector<reco::TrackExtra>              "lowPtTripletStepTracks"    ""                "HLT"     
vector<reco::TrackExtra>              "mergedDuplicateDisplacedTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "mergedDuplicateTracks"     ""                "HLT"     
vector<reco::TrackExtra>              "mixedTripletStepTracks"    ""                "HLT"     
vector<reco::TrackExtra>              "muonReducedTrackExtras"    ""                "HLT"     
vector<reco::TrackExtra>              "muonSeededTracksInOut"     ""                "HLT"     
vector<reco::TrackExtra>              "muonSeededTracksOutIn"     ""                "HLT"     
vector<reco::TrackExtra>              "muonSeededTracksOutInDisplaced"   ""                "HLT"     
vector<reco::TrackExtra>              "pixelLessStepTracks"       ""                "HLT"     
vector<reco::TrackExtra>              "pixelPairStepTracks"       ""                "HLT"     
vector<reco::TrackExtra>              "preDuplicateMergingDisplacedTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "preDuplicateMergingGeneralTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "refittedStandAloneMuons"   ""                "HLT"     
vector<reco::TrackExtra>              "standAloneMuons"           ""                "HLT"     
vector<reco::TrackExtra>              "tobTecStepTracks"          ""                "HLT"     
vector<reco::TrackExtra>              "uncleanedOnlyCkfInOutTracksFromConversions"   ""                "HLT"     
vector<reco::TrackExtra>              "uncleanedOnlyCkfOutInTracksFromConversions"   ""                "HLT"     
vector<reco::TrackExtra>              "uncleanedOnlyElectronGsfTracks"   ""                "HLT"     
vector<reco::TrackExtra>              "hltIterL3GlbMuon"          "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltIterL3GlbdTksDisplacedMuons"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3GlbDisplacedMuonsIterL3OI"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIOHit"           "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IO"        "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IONoVtx"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3IOOpenMu"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OI"        "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OINoVtx"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsIterL3OIOpenMu"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsOIHit"           "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3MuonsOIState"         "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsIOHit"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsOIHit"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "hltL3NoFiltersNoVtxMuonsOIState"   "L2Seeded"        "HLT"     
vector<reco::TrackExtra>              "tevMuons"                  "default"         "HLT"     
vector<reco::TrackExtra>              "tevMuons"                  "dyt"             "HLT"     
vector<reco::TrackExtra>              "tevMuons"                  "firstHit"        "HLT"     
vector<reco::TrackExtra>              "tevMuons"                  "picky"           "HLT"     
vector<reco::Vertex>                  "inclusiveSecondaryVertices"   ""                "HLT"     
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "HLT"     
vector<reco::Vertex>                  "offlinePrimaryVerticesWithBS"   ""                "HLT"     
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVertices"   ""                "HLT"     
vector<reco::VertexCompositePtrCandidate>    "inclusiveCandidateSecondaryVerticesCvsL"   ""                "HLT"     
vector<unsigned char>                 "displacedTracks"           "QualityMasks"    "HLT"     
vector<unsigned char>                 "generalTracks"             "QualityMasks"    "HLT"     
trigger::TriggerEvent                 "hltTriggerSummaryAOD"      ""                "HLT"     
